ref_year,region_code,gender,age_group,characteristic,value,uom
2020,PE,Total,15 years and over,Part-time employment,11.6,Persons in thousands
2020,PE,Total,15 years and over,Participation rate,64.7,Percent
2020,PE,Total,15 years and over,Population,131.9,Persons in thousands
2020,PE,Total,15 years and over,Proportion employed full-time,84.8,Percent
2020,PE,Total,15 years and over,Proportion employed part-time,15.2,Percent
2020,PE,Total,15 years and over,Unemployment,9.0,Persons in thousands
2020,PE,Total,15 years and over,Unemployment rate,10.6,Percent
2020,PE,Total,25 to 54 years,Employment,46.0,Persons in thousands
2020,PE,Total,25 to 54 years,Employment rate,79.4,Percent
2020,PE,Total,25 to 54 years,Full-time employment,41.5,Persons in thousands
2020,PE,Total,25 to 54 years,Labour force,50.7,Persons in thousands
2020,PE,Total,25 to 54 years,Not in labour force,7.2,Persons in thousands
2020,PE,Total,25 to 54 years,Part-time employment,4.5,Persons in thousands
2020,PE,Total,25 to 54 years,Participation rate,87.6,Percent
2020,PE,Total,25 to 54 years,Population,57.9,Persons in thousands
2020,PE,Total,25 to 54 years,Proportion employed full-time,90.2,Percent
2020,PE,Total,25 to 54 years,Proportion employed part-time,9.8,Percent
2020,PE,Total,25 to 54 years,Unemployment,4.7,Persons in thousands
2020,PE,Total,25 to 54 years,Unemployment rate,9.3,Percent
2020,QC,Total,15 to 24 years,Employment,522.0,Persons in thousands
2020,QC,Total,15 to 24 years,Employment rate,57.3,Percent
2020,QC,Total,15 to 24 years,Full-time employment,244.5,Persons in thousands
2020,QC,Total,15 to 24 years,Labour force,626.2,Persons in thousands
2020,QC,Total,15 to 24 years,Not in labour force,284.6,Persons in thousands
2020,QC,Total,15 to 24 years,Part-time employment,277.5,Persons in thousands
2020,QC,Total,15 to 24 years,Participation rate,68.8,Percent
2020,QC,Total,15 to 24 years,Population,910.8,Persons in thousands
2020,QC,Total,15 to 24 years,Proportion employed full-time,46.8,Percent
2020,QC,Total,15 to 24 years,Proportion employed part-time,53.2,Percent
2020,QC,Total,15 to 24 years,Unemployment,104.2,Persons in thousands
2020,QC,Total,15 to 24 years,Unemployment rate,16.6,Percent
2020,QC,Total,15 to 64 years,Employment,3936.2,Persons in thousands
2020,QC,Total,15 to 64 years,Employment rate,72.5,Percent
2020,QC,Total,15 to 64 years,Full-time employment,3288.7,Persons in thousands
2020,QC,Total,15 to 64 years,Labour force,4318.0,Persons in thousands
2020,QC,Total,15 to 64 years,Not in labour force,1110.9,Persons in thousands
2020,QC,Total,15 to 64 years,Part-time employment,647.5,Persons in thousands
2020,QC,Total,15 to 64 years,Participation rate,79.5,Percent
2020,QC,Total,15 to 64 years,Population,5428.9,Persons in thousands
2020,QC,Total,15 to 64 years,Proportion employed full-time,83.6,Percent
2020,QC,Total,15 to 64 years,Proportion employed part-time,16.4,Percent
2020,QC,Total,15 to 64 years,Unemployment,381.7,Persons in thousands
2020,QC,Total,15 to 64 years,Unemployment rate,8.8,Percent
2020,QC,Total,15 years and over,Employment,4087.5,Persons in thousands
2020,QC,Total,15 years and over,Employment rate,58.2,Percent
2020,QC,Total,15 years and over,Full-time employment,3377.7,Persons in thousands
2020,QC,Total,15 years and over,Labour force,4486.9,Persons in thousands
2020,QC,Total,15 years and over,Not in labour force,2538.2,Persons in thousands
2020,QC,Total,15 years and over,Part-time employment,709.8,Persons in thousands
2020,QC,Total,15 years and over,Participation rate,63.9,Percent
2020,QC,Total,15 years and over,Population,7025.1,Persons in thousands
2020,QC,Total,15 years and over,Proportion employed full-time,82.6,Percent
2020,QC,Total,15 years and over,Proportion employed part-time,17.4,Percent
2020,QC,Total,15 years and over,Unemployment,399.4,Persons in thousands
2020,QC,Total,15 years and over,Unemployment rate,8.9,Percent
2020,QC,Total,25 to 54 years,Employment,2692.6,Persons in thousands
2020,QC,Total,25 to 54 years,Employment rate,82.1,Percent
2020,QC,Total,25 to 54 years,Full-time employment,2442.1,Persons in thousands
2020,QC,Total,25 to 54 years,Labour force,2905.2,Persons in thousands
2020,QC,Total,25 to 54 years,Not in labour force,374.4,Persons in thousands
2020,QC,Total,25 to 54 years,Part-time employment,250.5,Persons in thousands
2020,QC,Total,25 to 54 years,Participation rate,88.6,Percent
2020,QC,Total,25 to 54 years,Population,3279.6,Persons in thousands
2020,QC,Total,25 to 54 years,Proportion employed full-time,90.7,Percent
2020,QC,Total,25 to 54 years,Proportion employed part-time,9.3,Percent
2020,QC,Total,25 to 54 years,Unemployment,212.5,Persons in thousands
2020,QC,Total,25 to 54 years,Unemployment rate,7.3,Percent
2020,SK,Total,15 to 24 years,Employment,68.6,Persons in thousands
2020,SK,Total,15 to 24 years,Employment rate,52.3,Percent
2020,SK,Total,15 to 24 years,Full-time employment,41.4,Persons in thousands
2020,SK,Total,15 to 24 years,Labour force,83.2,Persons in thousands
2020,SK,Total,15 to 24 years,Not in labour force,48.0,Persons in thousands
2020,SK,Total,15 to 24 years,Part-time employment,27.3,Persons in thousands
2020,SK,Total,15 to 24 years,Participation rate,63.4,Percent
2020,SK,Total,15 to 24 years,Population,131.2,Persons in thousands
2020,SK,Total,15 to 24 years,Proportion employed full-time,60.3,Percent
2020,SK,Total,15 to 24 years,Proportion employed part-time,39.8,Percent
2020,SK,Total,15 to 24 years,Unemployment,14.6,Persons in thousands
2020,SK,Total,15 to 24 years,Unemployment rate,17.5,Percent
2020,SK,Total,15 to 64 years,Employment,512.7,Persons in thousands
2020,SK,Total,15 to 64 years,Employment rate,72.6,Percent
2020,SK,Total,15 to 64 years,Full-time employment,429.6,Persons in thousands
2020,SK,Total,15 to 64 years,Labour force,560.3,Persons in thousands
2020,SK,Total,15 to 64 years,Not in labour force,146.0,Persons in thousands
2020,SK,Total,15 to 64 years,Part-time employment,83.1,Persons in thousands
2020,SK,Total,15 to 64 years,Participation rate,79.3,Percent
2020,SK,Total,15 to 64 years,Population,706.3,Persons in thousands
2020,SK,Total,15 to 64 years,Proportion employed full-time,83.8,Percent
2020,SK,Total,15 to 64 years,Proportion employed part-time,16.2,Percent
2020,SK,Total,15 to 64 years,Unemployment,47.6,Persons in thousands
2020,SK,Total,15 to 64 years,Unemployment rate,8.5,Percent
2020,SK,Total,15 years and over,Employment,545.3,Persons in thousands
2020,SK,Total,15 years and over,Employment rate,61.7,Percent
2020,SK,Total,15 years and over,Full-time employment,450.6,Persons in thousands
2020,SK,Total,15 years and over,Labour force,594.9,Persons in thousands
2020,SK,Total,15 years and over,Not in labour force,289.7,Persons in thousands
2020,SK,Total,15 years and over,Part-time employment,94.8,Persons in thousands
2020,SK,Total,15 years and over,Participation rate,67.3,Percent
2020,SK,Total,15 years and over,Population,884.5,Persons in thousands
2020,SK,Total,15 years and over,Proportion employed full-time,82.6,Percent
2020,SK,Total,15 years and over,Proportion employed part-time,17.4,Percent
2020,SK,Total,15 years and over,Unemployment,49.5,Persons in thousands
2020,SK,Total,15 years and over,Unemployment rate,8.3,Percent
2020,SK,Total,25 to 54 years,Employment,351.1,Persons in thousands
2020,SK,Total,25 to 54 years,Employment rate,81.8,Percent
2020,SK,Total,25 to 54 years,Full-time employment,311.4,Persons in thousands
2020,SK,Total,25 to 54 years,Labour force,377.7,Persons in thousands
2020,SK,Total,25 to 54 years,Not in labour force,51.4,Persons in thousands
2020,SK,Total,25 to 54 years,Part-time employment,39.8,Persons in thousands
2020,SK,Total,25 to 54 years,Participation rate,88.0,Percent
2020,SK,Total,25 to 54 years,Population,429.1,Persons in thousands
2020,SK,Total,25 to 54 years,Proportion employed full-time,88.7,Percent
2020,SK,Total,25 to 54 years,Proportion employed part-time,11.3,Percent
2020,SK,Total,25 to 54 years,Unemployment,26.6,Persons in thousands
2020,SK,Total,25 to 54 years,Unemployment rate,7.0,Percent
2021,AB,Total,15 to 24 years,Employment,277.3,Persons in thousands
2021,AB,Total,15 to 24 years,Employment rate,53.5,Percent
2021,AB,Total,15 to 24 years,Full-time employment,148.8,Persons in thousands
2021,AB,Total,15 to 24 years,Labour force,325.9,Persons in thousands
2021,AB,Total,15 to 24 years,Not in labour force,192.4,Persons in thousands
2021,AB,Total,15 to 24 years,Part-time employment,128.5,Persons in thousands
2021,AB,Total,15 to 24 years,Participation rate,62.9,Percent
2021,AB,Total,15 to 24 years,Population,518.4,Persons in thousands
2021,AB,Total,15 to 24 years,Proportion employed full-time,53.7,Percent
2021,AB,Total,15 to 24 years,Proportion employed part-time,46.3,Percent
2021,AB,Total,15 to 24 years,Unemployment,48.6,Persons in thousands
2021,AB,Total,15 to 24 years,Unemployment rate,14.9,Percent
2021,AB,Total,15 to 64 years,Employment,2147.6,Persons in thousands
2021,AB,Total,15 to 64 years,Employment rate,73.5,Percent
2021,AB,Total,15 to 64 years,Full-time employment,1764.0,Persons in thousands
2021,AB,Total,15 to 64 years,Labour force,2348.1,Persons in thousands
2021,AB,Total,15 to 64 years,Not in labour force,573.7,Persons in thousands
2021,AB,Total,15 to 64 years,Part-time employment,383.5,Persons in thousands
2021,AB,Total,15 to 64 years,Participation rate,80.4,Percent
2021,AB,Total,15 to 64 years,Population,2921.8,Persons in thousands
2021,AB,Total,15 to 64 years,Proportion employed full-time,82.1,Percent
2021,AB,Total,15 to 64 years,Proportion employed part-time,17.9,Percent
2021,AB,Total,15 to 64 years,Unemployment,200.5,Persons in thousands
2021,AB,Total,15 to 64 years,Unemployment rate,8.5,Percent
2021,AB,Total,15 years and over,Employment,2245.9,Persons in thousands
2021,AB,Total,15 years and over,Employment rate,63.7,Percent
2021,AB,Total,15 years and over,Full-time employment,1824.4,Persons in thousands
2021,AB,Total,15 years and over,Labour force,2457.2,Persons in thousands
2021,AB,Total,15 years and over,Not in labour force,1070.7,Persons in thousands
2021,AB,Total,15 years and over,Part-time employment,421.5,Persons in thousands
2021,AB,Total,15 years and over,Participation rate,69.7,Percent
2021,AB,Total,15 years and over,Population,3527.9,Persons in thousands
2021,AB,Total,15 years and over,Proportion employed full-time,81.2,Percent
2021,AB,Total,15 years and over,Proportion employed part-time,18.8,Percent
2021,AB,Total,15 years and over,Unemployment,211.2,Persons in thousands
2021,AB,Total,15 years and over,Unemployment rate,8.6,Percent
2021,AB,Total,25 to 54 years,Employment,1513.9,Persons in thousands
2021,AB,Total,25 to 54 years,Employment rate,81.4,Percent
2021,AB,Total,25 to 54 years,Full-time employment,1325.2,Persons in thousands
2021,AB,Total,25 to 54 years,Labour force,1631.7,Persons in thousands
2021,AB,Total,25 to 54 years,Not in labour force,228.6,Persons in thousands
2021,AB,Total,25 to 54 years,Part-time employment,188.7,Persons in thousands
2021,AB,Total,25 to 54 years,Participation rate,87.7,Percent
2021,AB,Total,25 to 54 years,Population,1860.3,Persons in thousands
2021,AB,Total,25 to 54 years,Proportion employed full-time,87.5,Percent
2021,AB,Total,25 to 54 years,Proportion employed part-time,12.5,Percent
2021,AB,Total,25 to 54 years,Unemployment,117.8,Persons in thousands
2021,AB,Total,25 to 54 years,Unemployment rate,7.2,Percent
2021,BC,Total,15 to 24 years,Employment,341.6,Persons in thousands
2021,BC,Total,15 to 24 years,Employment rate,57.9,Percent
2021,BC,Total,15 to 24 years,Full-time employment,169.6,Persons in thousands
2021,BC,Total,15 to 24 years,Labour force,389.2,Persons in thousands
2021,BC,Total,15 to 24 years,Not in labour force,201.0,Persons in thousands
2021,BC,Total,15 to 24 years,Part-time employment,171.9,Persons in thousands
2021,BC,Total,15 to 24 years,Participation rate,65.9,Percent
2021,BC,Total,15 to 24 years,Population,590.2,Persons in thousands
2021,BC,Total,15 to 24 years,Proportion employed full-time,49.6,Percent
2021,BC,Total,15 to 24 years,Proportion employed part-time,50.3,Percent
2021,BC,Total,15 to 24 years,Unemployment,47.7,Persons in thousands
2021,BC,Total,15 to 24 years,Unemployment rate,12.3,Percent
2021,BC,Total,15 to 64 years,Employment,2550.1,Persons in thousands
2021,BC,Total,15 to 64 years,Employment rate,75.1,Percent
2021,BC,Total,15 to 64 years,Full-time employment,2032.2,Persons in thousands
2021,BC,Total,15 to 64 years,Labour force,2728.2,Persons in thousands
2021,BC,Total,15 to 64 years,Not in labour force,668.7,Persons in thousands
2021,BC,Total,15 to 64 years,Part-time employment,517.9,Persons in thousands
2021,BC,Total,15 to 64 years,Participation rate,80.3,Percent
2021,BC,Total,15 to 64 years,Population,3396.9,Persons in thousands
2021,BC,Total,15 to 64 years,Proportion employed full-time,79.7,Percent
2021,BC,Total,15 to 64 years,Proportion employed part-time,20.3,Percent
2021,BC,Total,15 to 64 years,Unemployment,178.1,Persons in thousands
2021,BC,Total,15 to 64 years,Unemployment rate,6.5,Percent
2021,BC,Total,15 years and over,Employment,2683.9,Persons in thousands
2021,BC,Total,15 years and over,Employment rate,61.6,Percent
2021,BC,Total,15 years and over,Full-time employment,2102.2,Persons in thousands
2021,BC,Total,15 years and over,Labour force,2872.4,Persons in thousands
2021,BC,Total,15 years and over,Not in labour force,1485.7,Persons in thousands
2021,BC,Total,15 years and over,Part-time employment,581.7,Persons in thousands
2021,BC,Total,15 years and over,Participation rate,65.9,Percent
2021,BC,Total,15 years and over,Population,4358.1,Persons in thousands
2021,BC,Total,15 years and over,Proportion employed full-time,78.3,Percent
2021,BC,Total,15 years and over,Proportion employed part-time,21.7,Percent
2021,BC,Total,15 years and over,Unemployment,188.5,Persons in thousands
2021,BC,Total,15 years and over,Unemployment rate,6.6,Percent
2021,BC,Total,25 to 54 years,Employment,1759.3,Persons in thousands
2021,BC,Total,25 to 54 years,Employment rate,83.6,Percent
2021,BC,Total,25 to 54 years,Full-time employment,1501.7,Persons in thousands
2021,BC,Total,25 to 54 years,Labour force,1855.1,Persons in thousands
2021,BC,Total,25 to 54 years,Not in labour force,250.4,Persons in thousands
2021,BC,Total,25 to 54 years,Part-time employment,257.6,Persons in thousands
2021,BC,Total,25 to 54 years,Participation rate,88.1,Percent
2021,BC,Total,25 to 54 years,Population,2105.5,Persons in thousands
2021,BC,Total,25 to 54 years,Proportion employed full-time,85.4,Percent
2021,BC,Total,25 to 54 years,Proportion employed part-time,14.6,Percent
2021,BC,Total,25 to 54 years,Unemployment,95.7,Persons in thousands
2021,BC,Total,25 to 54 years,Unemployment rate,5.2,Percent
2021,CA,Total,15 to 24 years,Employment,2433.3,Persons in thousands
2021,CA,Total,15 to 24 years,Employment rate,55.5,Percent
2021,CA,Total,15 to 24 years,Full-time employment,1247.3,Persons in thousands
2021,CA,Total,15 to 24 years,Labour force,2813.1,Persons in thousands
2021,CA,Total,15 to 24 years,Not in labour force,1571.3,Persons in thousands
2021,CA,Total,15 to 24 years,Part-time employment,1186.0,Persons in thousands
2021,CA,Total,15 to 24 years,Participation rate,64.2,Percent
2021,CA,Total,15 to 24 years,Population,4384.4,Persons in thousands
2021,CA,Total,15 to 24 years,Proportion employed full-time,51.3,Percent
2021,CA,Total,15 to 24 years,Proportion employed part-time,48.7,Percent
2021,CA,Total,15 to 24 years,Unemployment,379.8,Persons in thousands
2021,CA,Total,15 to 24 years,Unemployment rate,13.5,Percent
2021,CA,Total,15 to 64 years,Employment,18084.5,Persons in thousands
2021,CA,Total,15 to 64 years,Employment rate,73.5,Percent
2021,CA,Total,15 to 64 years,Full-time employment,14974.7,Persons in thousands
2021,CA,Total,15 to 64 years,Labour force,19548.7,Persons in thousands
2021,CA,Total,15 to 64 years,Not in labour force,5054.7,Persons in thousands
2021,CA,Total,15 to 64 years,Part-time employment,3109.8,Persons in thousands
2021,CA,Total,15 to 64 years,Participation rate,79.5,Percent
2021,CA,Total,15 to 64 years,Population,24603.4,Persons in thousands
2021,CA,Total,15 to 64 years,Proportion employed full-time,82.8,Percent
2021,CA,Total,15 to 64 years,Proportion employed part-time,17.2,Percent
2021,CA,Total,15 to 64 years,Unemployment,1464.2,Persons in thousands
